Company,Reported_Amount,Extracted_Amount,Amount_Difference,Amount_Difference_Percentage,Reported_Round,Extracted_Round,Round_Match,Confidence_Score,Verification_Status,Matches,Mismatches,News_URL,Analysis_Date
Urban Group,10.428,7.85,2.578000000000001,24.721902570003845,EARLY VC,Not specified,False,0.0,unverified,,"amount, round_type",https://www.business-live.co.uk/enterprise/bristol-hospital-receives-785-million-27457827,2025-03-11 21:37:28
Yescapa,7.7,179.3,171.60000000000002,2228.571428571429,EARLY VC,Not specified,False,0.0,unverified,,"amount, round_type",https://www.maddyness.com/2023/09/08/maddymoney-1793-millions-deuros-leves-cette-semaine-par-les-startups-francaises/,2025-03-11 21:37:28
TeamSec,0.0,,,,SEED,,False,0.0,unverified,,,https://egirisim.com/2023/08/09/teamsec-42-milyon-dolar-degerleme-uzerinden-yatirim-aldi/,2025-03-11 21:37:28
HOLY Energy,11.55,10.5,1.0500000000000007,9.090909090909097,SERIES A,Series A,True,1.0,verified,"amount, round_type",,https://globallegalchronicle.com/holy-energy-gmbhs-10-5-million-euro-series-a-financing-round/,2025-03-11 21:37:28
BHSN,5.030488,60.0,54.969512,1092.7272264639137,SERIES A,Series A,True,0.5,unverified,round_type,amount,https://platum.kr/archives/212852,2025-03-11 21:37:28
MEVA energy,9.9,9.0,0.9000000000000004,9.090909090909093,SERIES A,Not specified,False,0.5,unverified,amount,round_type,https://siliconcanals.com/crowdfunding/meva-energy-raises-9m/,2025-03-11 21:37:28
Hyphen,1.1,,,,SEED,,False,0.0,unverified,,,https://kapwatch.dk/article16388777.ece,2025-03-11 21:37:28
BirdsView,1.0,11.0,10.0,1000.0,SEED,Not specified,False,0.0,unverified,,"amount, round_type",https://www.deutsche-startups.de/2023/08/22/dealmonitor-clinomic-qualifyze-wirelane/,2025-03-11 21:37:28
NerdApp,2.2,2.2,0.0,0.0,SEED,Seed Funding,False,0.5,unverified,amount,round_type,https://www.finsmes.com/2023/08/supportwave-raises-2-2m-in-seed-funding.html,2025-03-11 21:37:28
Curve DAO Token,5.0,,,,EARLY VC,,False,0.0,unverified,,,https://www.tradingview.com/news/cointelegraph:6a0847b8d094b:0-defi-tries-to-recover-from-curve-hack-but-exploits-continue-finance-redefined/,2025-03-11 21:37:28
Netspeak Games,12.0,,,,SERIES A,,False,0.0,unverified,,,https://www.pocketgamer.biz/news/82139/netspeak-takes-sunshine-days-cross-platform-with-pc-debut-and-planned-creator-mode/,2025-03-11 21:37:28
Wingbot,9.0486,,,,SEED,,False,0.0,unverified,,,https://therecursive.com/david-menger-ceo-of-wingbot-ai-talks-ai-tech-the-future-of-e-commerce-and-plans-to-secure-seed-funding/,2025-03-11 21:37:28
CGHero,0.0,,,,SERIES A,Not mentioned in the provided news article,False,0.0,unverified,,round_type,https://medium.com/verb-ventures/lights-camera-action-our-investment-in-cg-hero-44ad5146a1c7,2025-03-11 21:37:28
CGHero,0.0,,,,SERIES A,Not mentioned in the provided news article,False,0.5,unverified,amount,round_type,https://medium.com/verb-ventures/lights-camera-action-our-investment-in-cg-hero-44ad5146a1c7,2025-03-11 21:37:28
CGHero,5.28,5.2,0.08000000000000007,1.5151515151515165,SEED,Not specified,False,0.0,unverified,,round_type,https://www.businessinsider.com/pitch-deck-cghero-4-million-games-artists-metaverse-2022-4,2025-03-11 21:37:28
CGHero,5.28,5.2,0.08000000000000007,1.5151515151515165,SEED,Not specified,False,0.5,unverified,amount,round_type,https://www.businessinsider.com/pitch-deck-cghero-4-million-games-artists-metaverse-2022-4,2025-03-11 21:37:28
KimboCare,0.363,,,,SEED,Partnership,False,0.0,unverified,,round_type,https://kimbocare.com/blog/kimbocare-partners-with-malaica-and-wheels-for-life,2025-03-11 21:37:28
StrollMe,0.0,3.0,3.0,,SEED,Not specified,False,0.0,unverified,,round_type,https://www.deutsche-startups.de/2023/07/11/dealmonitor-solaris-ivy-buycycle/,2025-03-11 21:37:28
Simpleclub,3.3,3.0,0.2999999999999998,9.090909090909086,EARLY VC,Not specified,False,0.5,unverified,amount,round_type,https://www.deutsche-startups.de/2023/07/12/dealmonitor-studyflix-chrono24/,2025-03-11 21:37:28
Roadie,3.7,,,,SEED,,False,0.0,unverified,,,https://pulse2.com/roadie-general-availability-of-its-tech-insights-feature-revealed/,2025-03-11 21:37:28
Holiferm,2.64,2.0,0.6400000000000001,24.242424242424246,EARLY VC,Not specified,False,0.0,unverified,,"amount, round_type",https://businesscloud.co.uk/news/2m-investment-in-biotech-firm-will-create-green-jobs/,2025-03-11 21:37:28
CHAIN Biotechnology,2.376,,,,SEED,Not specified in the news article,False,0.0,unverified,,round_type,https://www.labiotech.eu/trends-news/chain-biotech-funding-cadd-therapeutic-platform/,2025-03-11 21:37:28
AnyBook,2.0,,,,SEED,,False,0.0,unverified,,,https://www.calcalistech.com/ctechnews/article/sk6ejmewp,2025-03-11 21:37:28
Marguerite & Cie,1.65,,,,EARLY VC,,False,0.0,unverified,,,https://www.ecap-partner.com/news/research/synthese-des-levees-de-fonds-du-numerique-en-juin-2023/,2025-03-11 21:37:28
Polar Analytics,9.0,40.7,31.700000000000003,352.2222222222223,SERIES A,Not specified,False,0.0,unverified,,"amount, round_type",https://www.maddyness.com/2023/07/21/maddymoney-40-millions-startups/,2025-03-11 21:37:28
Reperio,3.3,3.0,0.2999999999999998,9.090909090909086,EARLY VC,Seed,False,0.5,unverified,amount,round_type,https://siliconcanals.com/crowdfunding/reyedar-raises-3m/,2025-03-11 21:37:28
Hexacore,3.5,,,,EARLY VC,,False,0.0,unverified,,,https://bebeez.it/private-equity-breakfast/notizie-da-cvc-bain-capital-scalo-technologies-xsolla-estoty-levine-leichtman-capital-partners-bridgepoint-gainline-capital-partners/,2025-03-11 21:37:28
Silent Protocol,5.0,5.0,0.0,0.0,EARLY VC,Strategic investment,False,0.5,unverified,amount,round_type,https://www.iimedia.cn/c1064/94805.html,2025-03-11 21:37:28
Lemonero,0.0,,,,SEED,Seed,True,1.0,verified,round_type,,https://thepaypers.com/online-mobile-banking/lemonero-secures-additional-seed-funding-round--1263250,2025-03-11 21:37:28
Joulica,1.98,,,,SEED,,False,0.0,unverified,,,https://www.elkstonepartners.com/venture-portfolio,2025-03-11 21:37:28
Optimeering,1.7,,,,SEED,,False,0.0,unverified,,,https://www.farvatnventure.com/portfolio,2025-03-11 21:37:28
Optimeering,1.7,,,,SEED,,False,0.0,unverified,,,https://www.farvatnventure.com/portfolio,2025-03-11 21:37:28
Optimeering,0.5,,,,SEED,,False,0.0,unverified,,,https://www.farvatnventure.com/portfolio,2025-03-11 21:37:28
Optimeering,0.5,,,,SEED,,False,0.0,unverified,,,https://www.farvatnventure.com/portfolio,2025-03-11 21:37:28
RE-Lender,1.1,1.0,0.10000000000000009,9.090909090909099,SEED,Not specified,False,0.5,unverified,amount,round_type,https://bebeez.it/crowdfunding/la-piattaforma-di-lending-re-lender-chiude-la-campagna-su-finnexta-e-raccoglie-piu-di-un-mln-euro/,2025-03-11 21:37:28
Tandem,0.77,,,,SEED,,False,0.0,unverified,,,https://www.maddyness.com/2024/05/14/tandem-leve-des-fonds-pour-democratiser-le-velo-de-fonction-en-entreprise/,2025-03-11 21:37:28
GScan,0.0,,,,SEED,,False,0.0,unverified,,,https://creativedestructionlab.com/companies/gscan/,2025-03-11 21:37:28
Yenir,0.0,5.0,5.0,,SEED,Not specified,False,0.0,unverified,,round_type,https://webrazzi.com/2024/02/02/yenir-5-milyon-dolar-degerleme-uzerinden-yatirim-aldi/,2025-03-11 21:37:28
Auravant,1.7,,,,SEED,,False,0.0,unverified,,,https://www.theyieldlab.com/europe,2025-03-11 21:37:28
Seven Bro7thers,0.662772,,,,SEED,,False,0.0,unverified,,,https://www.morningadvertiser.co.uk/Article/2023/08/10/seven-bro7hers-overfunded-with-the-latest-crowdcube-campaign,2025-03-11 21:37:28
Oghji,1.43,1.2,0.22999999999999998,16.083916083916083,EARLY VC,Seed,False,0.0,unverified,,"amount, round_type",https://www.investincotedazur.com/en/successful-funding-round-for-oghji-e1-2m-raised-from-key-players/,2025-03-11 21:37:28
Cutbox,0.644292,,,,SEED,,False,0.0,unverified,,,https://www.linkedin.com/posts/louis-angel-scott_cutbox-crowdfunding-video-activity-7074695759580819456-0wCt/?trk=public_profile_like_view,2025-03-11 21:37:28
Numa Health,4.4,,,,SEED,,False,0.0,unverified,,,https://www.ecap-partner.com/news/research/synthese-des-levees-de-fonds-du-numerique-en-juin-2023/,2025-03-11 21:37:28
Exeliom,8.8,24.0,15.2,172.72727272727272,SERIES A,Series A,True,0.5,unverified,round_type,amount,https://www.thepharmaletter.com/article/exeliom-biosciences-closes-24-million-series-a-financing,2025-03-11 21:37:28
Exeliom,8.8,24.0,15.2,172.72727272727272,SERIES A,Series A,True,0.5,unverified,round_type,amount,https://www.thepharmaletter.com/article/exeliom-biosciences-closes-24-million-series-a-financing,2025-03-11 21:37:28
Exeliom,3.3,24.0,20.7,627.2727272727273,SERIES A,Series A,True,0.5,unverified,round_type,amount,https://www.thepharmaletter.com/article/exeliom-biosciences-closes-24-million-series-a-financing,2025-03-11 21:37:28
Exeliom,3.3,24.0,20.7,627.2727272727273,SERIES A,Series A,True,0.5,unverified,round_type,amount,https://www.thepharmaletter.com/article/exeliom-biosciences-closes-24-million-series-a-financing,2025-03-11 21:37:28
Almer Technologies,4.125,4.5,0.375,9.090909090909092,SEED,Seed II,False,0.5,unverified,amount,round_type,https://www.venturelab.swiss/Almer-Technologies-secures-CHF-45-million-Seed-II-Funding-Round-to-drive-AR-Technology-development-and-market-expansion,2025-03-11 21:37:28
Fighting Cancer Network,0.8,,,,SEED,,False,0.0,unverified,,,https://www.bizjournals.com/birmingham/inno/stories/fundings/2023/06/22/fighting-cancer-network-gets-funding.html,2025-03-11 21:37:28
Fighting Cancer Network,0.8,,,,SEED,,False,0.0,unverified,,,https://www.bizjournals.com/birmingham/inno/stories/fundings/2023/06/22/fighting-cancer-network-gets-funding.html,2025-03-11 21:37:28
Fighting Cancer Network,0.5,,,,SEED,,False,0.0,unverified,,,https://www.bizjournals.com/birmingham/inno/stories/fundings/2022/07/21/fighting-cancer-network-inc-raises-seed-funds.html,2025-03-11 21:37:28
Fighting Cancer Network,0.5,,,,SEED,,False,0.0,unverified,,,https://www.bizjournals.com/birmingham/inno/stories/fundings/2022/07/21/fighting-cancer-network-inc-raises-seed-funds.html,2025-03-11 21:37:28
MDaaS Global,0.15,,,,EARLY VC,Cohort selection,False,0.0,unverified,,round_type,https://blog.google/intl/en-africa/company-news/announcing-the-2023-black-founders-fund-cohort-in-africa/,2025-03-11 21:37:28
CAYA,6.6,1.0,5.6,84.84848484848484,SERIES A,Not specified,False,0.0,unverified,,"amount, round_type",https://www.deutsche-startups.de/2023/06/13/dealmonitor/,2025-03-11 21:37:28
Rollingsquare,0.7551,,,,SEED,Not mentioned,False,0.0,unverified,,round_type,https://www.macrumors.com/2023/06/13/aircard-find-my-digital-business-card/,2025-03-11 21:37:28
GensDeConfiance,2.2,2.0,0.20000000000000018,9.090909090909099,EARLY VC,Not specified,False,0.5,unverified,amount,round_type,https://www.maddyness.com/2023/06/05/gens-de-confiance-levee-de-fonds/,2025-03-11 21:37:28
Greenstic,1.54,,,,EARLY VC,,False,0.0,unverified,,,https://www.prnewswire.com/news-releases/hungarian-startup-greenstic-obtains-investment-from-hiventures-for-green-gastronomy-reform-301842430.html,2025-03-11 21:37:28
Impactpool,1.331133,,,,EARLY VC,,False,0.0,unverified,,,https://mailchi.mp/9483d81c98a4/swedish-tech-weekly-213-anocca-sana-bovra-zparq-encare-meitner-econans-impactpool-fragsheet-mother-stylee-aimplan-and-more,2025-03-11 21:37:28
Econans,1.694169,,,,EARLY VC,,False,0.0,unverified,,,https://mailchi.mp/9483d81c98a4/swedish-tech-weekly-213-anocca-sana-bovra-zparq-encare-meitner-econans-impactpool-fragsheet-mother-stylee-aimplan-and-more,2025-03-11 21:37:28
Mous,0.198,,,,EARLY VC,,False,0.0,unverified,,,http://dlvr.it/SqDV7P,2025-03-11 21:37:28
Bovra Technologies,5.082508,,,,SEED,,False,0.0,unverified,,,https://mailchi.mp/9483d81c98a4/swedish-tech-weekly-213-anocca-sana-bovra-zparq-encare-meitner-econans-impactpool-fragsheet-mother-stylee-aimplan-and-more,2025-03-11 21:37:28
skytrading.io,1.0,2.0,1.0,100.0,SEED,Not specified,False,0.0,unverified,,"amount, round_type",https://www.arkleybrinc.vc/blog-quotes/sky-trading-raises-pln-2000000-bring-trading-strategy-platform-market,2025-03-11 21:37:28
innengine.com,1.32,,,,SEED,,False,0.0,unverified,,,https://www.linkedin.com/posts/innengine_crowdfunding-crowdcube-innengine-activity-7069277612694548481-Sg3o/?originalSubdomain=es,2025-03-11 21:37:28
Geospatial Insight,0.0,,,,SERIES B,,False,0.0,unverified,,,https://futureplanetcapital.com/portfolio,2025-03-11 21:37:28
Bout'​ à Bout',8.03,,,,EARLY VC,,False,0.0,unverified,,,https://www.maddyness.com/2023/07/17/reemploi-du-verre-la-filiere-sagite/,2025-03-11 21:37:28
Meitner,2.020902,16.7,14.679098,726.3636732508553,LATE VC,Not specified,False,0.0,unverified,,"amount, round_type",https://www.di.se/digital/24-aringens-skolplattform-fyller-kassan/,2025-03-11 21:37:28
BitsCrunch,0.0,4.7,4.7,,SEED,Series A,False,0.0,unverified,,round_type,https://incubees.com/web3-discovery-fund-from-coinswitch-ventures-enables-12-web3-startups-to-receive-nearly-25-m-in-additional-funding/,2025-03-11 21:37:28
Limenet,0.55,2.5,1.95,354.5454545454545,SEED,Breve round,False,0.0,unverified,,"amount, round_type",https://bebeez.it/venture-capital/limenet-a-breve-round-da-25-mln-per-sviluppare-un-nuovo-impianto/?utm_source=rss&utm_medium=rss&utm_campaign=limenet-a-breve-round-da-25-mln-per-sviluppare-un-nuovo-impianto&mc_cid=62a9760af6&mc_eid=7727f36d0f,2025-03-11 21:37:28
Smilee Finance,2.0,2.0,0.0,0.0,SEED,Seed,True,1.0,verified,"amount, round_type",,https://medium.com/smilee-finance/announcing-our-2m-seed-raise-bf93d078ab9d,2025-03-11 21:37:28
Cashy,0.0,,,,SEED,,False,0.0,unverified,,,https://novobrief.com/lulla-care-becomes-the-first-and-only-spanish-startup-to-join-beyond-accelerator-program/10329/,2025-03-11 21:37:28
Cashy,0.0,,,,SEED,,False,0.0,unverified,,,https://novobrief.com/lulla-care-becomes-the-first-and-only-spanish-startup-to-join-beyond-accelerator-program/10329/,2025-03-11 21:37:28
Cashy,2.42,,,,EARLY VC,,False,0.0,unverified,,,https://www.meinbezirk.at/wien/c-wirtschaft/schnell-zu-cash-dank-cashy_a4604561,2025-03-11 21:37:28
Cashy,2.42,,,,EARLY VC,,False,0.0,unverified,,,https://www.meinbezirk.at/wien/c-wirtschaft/schnell-zu-cash-dank-cashy_a4604561,2025-03-11 21:37:28
MJMK Restaurants,1.716,,,,SEED,,False,0.0,unverified,,,http://dlvr.it/SnyZDS,2025-03-11 21:37:28
Soolutions,2.2,,,,SEED,Seed,True,1.0,verified,round_type,,https://siliconcanals.com/crowdfunding/soolutions-raises-capital/,2025-03-11 21:37:28
Sawayo,0.88,4.5,3.62,411.3636363636363,EARLY VC,Not specified,False,0.0,unverified,,"amount, round_type",https://www.deutsche-startups.de/2023/05/03/dealmonitor-lilium-spread-sykell/,2025-03-11 21:37:28
OpenTrade,1.5,1.5,0.0,0.0,SEED,Seed,True,1.0,verified,"amount, round_type",,https://www.ledgerinsights.com/opentrade-tokenize-treasuries-trade-finance/,2025-03-11 21:37:28
BASH,0.0,,,,SEED,Pre-seed,False,0.0,unverified,,round_type,https://www.graduate.nl/insights/bash-the-ultimate-social-app-for-event-discovery-and-connection,2025-03-11 21:37:28
HelioRec,0.0,,,,SEED,Not specified in the news article,False,0.0,unverified,,round_type,https://www.offshore-energy.biz/french-floating-solar-start-up-attracts-new-major-investors/,2025-03-11 21:37:28
Oxi-Tech Solutions,0.93258,,,,SEED,,False,0.0,unverified,,,https://www.linkedin.com/posts/robertmisselbrook_delighted-to-announce-oxi-tech-solutions-activity-7056704312361541632-Oxym?utm_source=share&utm_medium=member_desktop,2025-03-11 21:37:28
Pelikan Mobility,0.0195,,,,SEED,,False,0.0,unverified,,,https://www.techstars.com/newsroom/announcing-techstars-sustainability-paris-april-2023-class,2025-03-11 21:37:28
Baia Food,0.0,2.9,2.9,,SEED,Not specified,False,0.0,unverified,,round_type,https://elreferente.es/actualidad/capsa-vida-finaliza-su-primera-fase-de-implantacion-con-una-inversion-global-de-29-millones-de-euros-en-proyectos-de-innovacion/,2025-03-11 21:37:28
OYESS Beauty,4.07,,,,SERIES A,,False,0.0,unverified,,,https://www.deutsche-startups.de/2023/04/06/startupticker-agrilution-infarm/,2025-03-11 21:37:28
Opto Bio,2.508,,,,SEED,Not specified,False,0.0,unverified,,round_type,https://www.cambridgebiocapital.com/issue/opto-biosystems-launches-with-1-85-million-pre-seed-funding,2025-03-11 21:37:28
Funeral Safe,3.96,,,,EARLY VC,Additional growth capital,False,0.0,unverified,,round_type,https://www.linkedin.com/feed/update/urn:li:activity:7048666545048227841/,2025-03-11 21:37:28
HonuWorx,0.0,,,,SEED,,False,0.0,unverified,,,https://futureplanetcapital.com/portfolio,2025-03-11 21:37:28
FinCom,2.0,,,,EARLY VC,,False,0.0,unverified,,,https://www.calcalistech.com/ctechnews/article/b1vaeduch,2025-03-11 21:37:28
Cynoia,0.2,,,,SEED,,False,0.0,unverified,,,https://www.webmanagercenter.com/2023/08/14/511655/24-07-2023nasreddine-riahi-cofondateur-de-cynoia-nous-nous-installons-a-marseille-pour-lever-plus-de-fonds/,2025-03-11 21:37:28
XITO,0.0,,,,SEED,Seed,True,1.0,verified,round_type,,https://www.finsmes.com/2023/03/toolify-raises-seed-funding.html,2025-03-11 21:37:28
PIXmania.com,0.0,,,,SEED,,False,0.0,unverified,,,https://www.ecap-partner.com/news/research/synthese-des-levees-de-fonds-du-numerique-en-fevrier-2023/,2025-03-11 21:37:28
PIXmania.com,0.0,,,,SEED,,False,0.0,unverified,,,https://www.ecap-partner.com/news/research/synthese-des-levees-de-fonds-du-numerique-en-fevrier-2023/,2025-03-11 21:37:28
PIXmania.com,12.1,,,,SEED,,False,0.0,unverified,,,https://www.ecap-partner.com/news/research/synthese-des-levees-de-fonds-du-numerique-en-juin-2022/,2025-03-11 21:37:28
PIXmania.com,12.1,,,,SEED,,False,0.0,unverified,,,https://www.ecap-partner.com/news/research/synthese-des-levees-de-fonds-du-numerique-en-juin-2022/,2025-03-11 21:37:28
Fraudio,2.2,,,,SEED,,False,0.0,unverified,,,https://www.whitecase.com/insight-our-thinking/financial-ma-september-2023/fintech,2025-03-11 21:37:28
Atto,9.9,,,,SERIES A,,False,0.0,unverified,,,https://buff.ly/3XWw5tD,2025-03-11 21:37:28
Magnes,1.65,,,,SEED,Bridge funding,False,0.0,unverified,,round_type,https://www.startupticker.ch/en/news/june-2021/magnes-secures-bridge-funding,2025-03-11 21:37:28
Les Miraculeux,5.5,,,,SERIES B,,False,0.0,unverified,,,"https://www.lsa-conso.fr/les-miraculeux-deviennent-mium-lab-et-levent-encore-des-fonds,429879",2025-03-11 21:37:28
Sugarox,1.848,,,,SEED,,False,0.0,unverified,,,https://www.linkedin.com/posts/louise-manning-a120745_sugarox-raises-850k-from-regenerate-ventures-activity-7034537502333890560-KHIa/?originalSubdomain=my,2025-03-11 21:37:28
Lineat,0.0,,,,SEED,,False,0.0,unverified,,,https://futureplanetcapital.com/portfolio,2025-03-11 21:37:28
Lineat,0.0,,,,SEED,,False,1.0,verified,round_type,,https://futureplanetcapital.com/portfolio,2025-03-11 21:37:28
Lineat,0.0,,,,SEED,Seed,True,0.0,unverified,,,https://bit.ly/3kBxMve,2025-03-11 21:37:28
Lineat,0.0,,,,SEED,Seed,True,1.0,verified,round_type,,https://bit.ly/3kBxMve,2025-03-11 21:37:28
Ethiack,0.0858,78.0,77.9142,90809.0909090909,SEED,Accelerator,False,0.0,unverified,,"amount, round_type",https://www.portugalbusinessesnews.com/post/portuguese-hackers-ethiack-chosen-for-the-startup-wise-guys-eur-78-000-accelerator,2025-03-11 21:37:28
Consultia Business Travel,0.0,,,,SERIES A,,False,0.0,unverified,,,https://elreferente.es/sin-categoria/consultia-business-travel-se-prepara-para-levantar-su-siguiente-ronda-de-inversion-serie-a/,2025-03-11 21:37:28
Berto’s,0.55,1.0,0.44999999999999996,81.8181818181818,SEED,Not specified,False,0.0,unverified,,"amount, round_type",https://contxto.com/en/spain/bertos-raises-e1-million-in-funding-round-led-by-glovo-and-deporvillage-founders/,2025-03-11 21:37:28
